src,slot,label,events,users,dsts,newUsers,newDsts,newUserRatio,newDstRatio,newEdgeRatio,failRatio,rhythm,historySize,knownUsers,userSrcNewRatio,tripleNewCount,tripleNewRatio,minUserScope,movedUserCount,freshUserCount
C1014,192,0,33,2,5,0,0,0,0,0,0,1.8678,7109,3,0,0,0,3,0,0
C10167,192,0,27,2,6,0,0,0,0,0,0,1.9795,3958,4,0,0,0,3,0,0
C10187,192,0,26,2,6,0,0,0,0,0,0,1.9053,4577,4,0,0,0,3,0,0
C10229,192,0,49,3,8,0,0,0,0,0,0,2.1995,5611,4,0,0,0,3,0,0
C10247,192,0,39,2,5,0,0,0,0,0,0,1.9195,5706,4,0,0,0,3,0,0
C1035,192,0,567,3,5,0,0,0,0,0,0,0.8105,196004,5,0,0,0,4,0,0
C10358,192,0,8,1,2,0,0,0,0,0,0,0.8223,3430,4,0,0,0,3,0,0
C1038,192,0,23,2,5,0,0,0,0,0,0,1.9345,3779,3,0,0,0,4,0,0
C10401,192,0,12,2,2,0,0,0,0,0,0,0.8111,3427,4,0,0,0,1,0,0
C10501,192,0,30,2,3,0,0,0,0,0,0,1.7484,5887,4,0,0,0,3,0,0
C10662,192,0,20,2,7,0,0,0,0,0,0,1.7368,4344,4,0,0,0,3,0,0
C10741,192,0,20,2,6,0,0,0,0,0,0,1.8516,3816,4,0,0,0,3,0,0
C10833,192,0,34,3,5,0,0,0,0,0,0,1.8141,5569,7,0,0,0,3,0,0
C1084,192,0,44,3,6,0,0,0,0,0,0,1.9707,6662,4,0,0,0,3,0,0
C10843,192,0,46,2,6,0,0,0,0,0,0,1.1395,6588,4,0,0,0,1,0,0
C1087,192,0,17,2,5,0,0,0,0,0,0,1.4958,4478,2,0,0,0,3,0,0
C1092,192,0,33,2,6,0,0,0,0,0,0,1.4860,5085,2,0,0,0,2,0,0
C11078,192,0,18,1,6,0,0,0,0,0,0,1.6868,3152,4,0,0,0,3,0,0
C11086,192,0,20,2,6,0,0,0,0,0,0,1.7617,6550,4,0,0,0,3,0,0
C11088,192,0,10,2,3,0,0,0,0,0,0,1.0501,3492,4,0,0,0,2,0,0
C11120,192,0,35,3,5,0,0,0,0,0,0,1.9679,5028,5,0,0,0,2,0,0
C1113,192,0,20,2,5,0,0,0,0,0,0,1.6601,3209,2,0,0,0,1,0,0
C11184,192,0,38,2,6,0,0,0,0,0,0,1.8894,6391,4,0,0,0,3,0,0
C11236,192,0,31,2,3,0,0,0,0,0,0,1.7036,6142,4,0,0,0,3,0,0
C11290,192,0,41,3,6,0,0,0,0,0,0,1.5358,6663,4,0,0,0,3,0,0
C11443,192,0,1,1,1,0,0,0,0,0,0,0,421,4,0,0,0,5,0,0
C1151,192,0,29,2,4,0,0,0,0,0,0,1.7670,5356,2,0,0,0,2,0,0
C11519,192,0,15,4,3,0,0,0,0,0,0,1.3799,5342,7,0,0,0,1,0,0
C1154,192,0,8,1,2,0,0,0,0,0,0,0.8152,2483,1,0,0,0,2,0,0
C11585,192,0,18,2,5,0,0,0,0,0,0,1.1989,3342,4,0,0,0,3,0,0
C11609,192,0,21,2,6,0,0,0,0,0,0,1.6952,3879,4,0,0,0,3,0,0
C11619,192,0,34,2,5,0,0,0,0,0,0,1.8653,2296,4,0,0,0,3,0,0
C11789,192,0,31,2,3,0,0,0,0,0,0,1.7368,5376,5,0,0,0,3,0,0
C11815,192,0,27,2,4,0,0,0,0,0,0,1.6438,3805,4,0,0,0,3,0,0
C11817,192,0,289,3,7,0,0,0,0,0,0,1.1143,8791,4,0,0,0,3,0,0
C11898,192,0,1,1,1,0,0,0,0,0,0,0,3533,4,0,0,0,3,0,0
C12,192,0,25,2,4,0,0,0,0,0,0,1.7458,5000,4,0,0,0,1,0,0
C12098,192,0,37,3,6,0,0,0,0,0,0,1.9270,7036,4,0,0,0,1,0,0
C12111,192,0,20,2,5,0,0,0,0,0,0,1.8871,4498,7,0,0,0,6,0,0
C12164,192,0,14,2,3,0,0,0,0,0,0,0.9334,3805,4,0,0,0,3,0,0
C12222,192,0,23,2,6,0,0,0,0,0,0,1.7881,4277,4,0,0,0,1,0,0
C12259,192,0,24,2,5,0,0,0,0,0,0,1.8530,2803,4,0,0,0,3,0,0
C12275,192,0,20,2,5,0,0,0,0,0,0,1.7608,3516,4,0,0,0,3,0,0
C12373,192,0,34,2,6,0,0,0,0,0,0,2.0686,3724,4,0,0,0,4,0,0
C12430,192,0,33,3,5,0,0,0,0,0,0,1.5455,6008,4,0,0,0,1,0,0
C12459,192,0,12,1,3,0,0,0,0,0,0,1.3457,4689,4,0,0,0,3,0,0
C1255,192,0,44,3,5,0,0,0,0,0,0,1.9858,4355,4,0,0,0,1,0,0
C1257,192,0,12,2,3,0,0,0,0,0,0,1.3764,2677,5,0,0,0,3,0,0
C12580,192,0,30,2,5,0,0,0,0,0,0,1.7117,2840,4,0,0,0,2,0,0
C12604,192,0,16,2,5,0,0,0,0,0,0,1.3554,3820,4,0,0,0,3,0,0
C1263,192,0,19,1,5,0,0,0,0,0,0,1.5739,2586,1,0,0,0,2,0,0
C12649,192,0,22,1,5,0,0,0,0,0,0,1.8456,3067,4,0,0,0,3,0,0
C1266,192,0,19,2,5,0,0,0,0,0,0,1.5847,3679,2,0,0,0,2,0,0
C12705,192,0,27,2,6,0,0,0,0,0,0,1.9530,5130,4,0,0,0,3,0,0
C1276,192,0,11,2,2,0,0,0,0,0,0,0.9454,2912,8,0,0,0,3,0,0
C12773,192,0,20,2,3,0,0,0,0,0,0,1.6113,3767,4,0,0,0,3,0,0
C1287,192,0,34,2,7,0,0,0,0,0,0,1.4652,3691,2,0,0,0,3,0,0
