src,slot,label,events,users,dsts,newUsers,newDsts,newUserRatio,newDstRatio,newEdgeRatio,failRatio,rhythm,historySize,knownUsers,userSrcNewRatio,tripleNewCount,tripleNewRatio,minUserScope,movedUserCount,freshUserCount
C10480,288,0,13,2,4,0,0,0,0,0,0,0.5905,5163,5,0,0,0,3,0,0
C10506,288,0,10,1,2,0,0,0,0,0,0,1.0248,2446,3,0,0,0,3,0,0
C10614,288,0,9,1,2,0,0,0,0,0,0,0.2752,3682,5,0,0,0,3,0,0
C10658,288,0,13,2,5,0,0,0,0,0,0,1.4467,11820,2,0,0,0,3,0,0
C10677,288,0,30,2,5,0,0,0,0,0,0,2.0065,3619,4,0,0,0,1,0,0
C1079,288,0,7,1,2,0,0,0,0,0,0,0.6723,2477,1,0,0,0,2,0,0
C108,288,0,7,1,1,0,0,0,0,0,0,0.9403,2399,3,0,0,0,2,0,0
C1082,288,0,14,2,6,0,0,0,0,0,0,1.4223,4819,2,0,0,0,4,0,0
C1085,288,0,588,4,15,0,0,0,0,0,0.0136,1.8158,95895,14,0,0,0,6,0,0
C10972,288,0,20,2,5,0,0,0,0,0,0,1.6660,3252,4,0,0,0,3,0,0
C11011,288,0,28,3,3,0,0,0,0,0,0,1.6579,6892,4,0,0,0,3,0,0
C11061,288,0,17,1,5,0,0,0,0,0,0,0.9737,4664,6,0,0,0,3,0,0
C11149,288,0,57,2,8,0,0,0,0,0,0,1.4772,11185,5,0,0,0,4,0,0
C11516,288,0,28,3,4,0,0,0,0,0,0,1.5873,5136,4,0,0,0,1,0,0
C1171,288,0,34,3,5,0,0,0,0,0,0,1.6322,6800,6,0,0,0,3,0,0
C11710,288,0,35,2,7,0,0,0,0,0,0,2.1433,3848,4,0,0,0,3,0,0
C11719,288,0,29,2,6,0,0,0,0,0,0,1.8108,6006,4,0,0,0,2,0,0
C11736,288,0,42,2,5,0,0,0,0,0,0,1.7300,5673,4,0,0,0,3,0,0
C11766,288,0,21,2,5,0,0,0,0,0,0,1.5782,5202,4,0,0,0,2,0,0
C11789,288,0,24,2,2,0,0,0,0,0,0,1.5224,5376,5,0,0,0,3,0,0
C11844,288,0,39,2,6,0,0,0,0,0,0,1.8189,3944,5,0,0,0,1,0,0
C11948,288,0,35,2,7,0,0,0,0,0,0,2.0589,6644,5,0,0,0,3,0,0
C11966,288,0,25,1,6,0,0,0,0,0,0,1.8862,3102,6,0,0,0,3,0,0
C12236,288,0,30,2,6,0,0,0,0,0,0,2.1139,3631,4,0,0,0,1,0,0
C12337,288,0,27,2,5,0,0,0,0,0,0,2.2165,4063,4,0,0,0,3,0,0
C12356,288,0,30,2,4,0,0,0,0,0,0,2.0809,3461,4,0,0,0,3,0,0
C12373,288,0,23,2,7,0,0,0,0,0,0,1.9341,3724,4,0,0,0,4,0,0
C1239,288,0,9,1,2,0,0,0,0,0,0,0.1385,2537,1,0,0,0,2,0,0
C12406,288,0,40,2,5,0,0,0,0,0,0,0.9972,3891,4,0,0,0,3,0,0
C1246,288,0,6,1,2,0,0,0,0,0,0,0.7021,5377,4,0,0,0,3,0,0
C12467,288,0,19,1,5,0,0,0,0,0,0,1.9292,3123,4,0,0,0,3,0,0
C1251,288,0,26,2,6,0,0,0,0,0,0,1.8105,4212,2,0,0,0,3,0,0
C12566,288,0,26,1,7,0,0,0,0,0,0,1.9297,3644,2,0,0,0,4,0,0
C1270,288,0,21,1,6,0,0,0,0,0,0,1.8503,3137,2,0,0,0,3,0,0
C12770,288,0,34,2,6,0,0,0,0,0.0882,0,2.2647,4144,4,0,0,0,1,0,0
C12973,288,0,33,2,7,0,0,0,0,0,0,1.9331,4389,4,0,0,0,1,0,0
C1304,288,0,32,2,5,0,0,0,0,0,0,1.8551,4248,4,0,0,0,1,0,0
C13117,288,0,18,2,6,0,0,0,0,0,0,1.6587,4221,4,0,0,0,2,0,0
C1312,288,0,22,1,5,0,0,0,0,0,0,1.8305,5638,4,0,0,0,3,0,0
C13306,288,0,16,1,5,0,0,0,0,0,0,1.4322,3872,5,0,0,0,3,0,0
C13521,288,0,19,2,4,0,0,0,0,0,0,1.6910,3538,4,0,0,0,1,0,0
C13585,288,0,48,2,6,0,0,0,0,0,0,1.5391,8158,4,0,0,0,2,0,0
C13732,288,0,23,2,5,0,0,0,0,0,0,1.8252,6605,4,0,0,0,1,0,0
C13840,288,0,18,1,5,0,0,0,0,0,0,1.5598,2454,4,0,0,0,3,0,0
C139,288,0,32,2,5,0,0,0,0,0,0,2.0457,3651,4,0,0,0,1,0,0
C1395,288,0,24,2,5,0,0,0,0,0,0,1.9243,4053,2,0,0,0,2,0,0
C14001,288,0,31,2,6,0,0,0,0,0,0,1.9783,2886,2,0,0,0,3,0,0
C1404,288,0,24,2,5,0,0,0,0,0,0,1.7888,9541,2,0,0,0,4,0,0
C14117,288,0,27,2,6,0,0,0,0,0,0,1.3540,3203,9,0,0,0,3,0,0
C14125,288,0,18,2,6,0,0,0,0,0,0,1.4152,4008,4,0,0,0,2,0,0
C1434,288,0,36,2,7,0,0,0,0,0,0,1.7072,5578,2,0,0,0,3,0,0
C14362,288,0,19,1,6,0,0,0,0,0,0,1.7579,2075,3,0,0,0,3,0,0
C14460,288,0,18,2,5,0,0,0,0,0,0,1.5977,3550,4,0,0,0,1,0,0
C14605,288,0,38,3,5,0,0,0,0,0,0,1.5478,1338,7,0,0,0,2,0,0
C1484,288,0,25,2,5,0,0,0,0,0,0,0.8382,4579,6,0,0,0,4,0,0
C14842,288,0,46,3,7,0,0,0,0,0,0,1.7415,11946,4,0,0,0,3,0,0
C14884,288,0,68,2,11,0,0,0,0,0,0,2.3088,1582,4,0,0,0,3,0,0
C15027,288,0,5,1,2,0,0,0,0,0,0,0.3353,3722,4,0,0,0,3,0,0
C15207,288,0,19,1,5,0,0,0,0,0,0,1.7349,1564,4,0,0,0,3,0,0
C1525,288,0,34,2,7,0,0,0,0,0,0,1.8187,5579,2,0,0,0,2,0,0
C15296,288,0,30,2,6,0,0,0,0,0,0,1.9263,4063,4,0,0,0,1,0,0
C15520,288,0,26,3,5,0,1,0,0.2000,0.2308,0,2.1156,3821,6,0,0,0,1,0,0
C1570,288,0,56,2,4,0,0,0,0,0,0.0179,1.6123,20923,24,0,0,0,5,0,0
C15767,288,0,37,3,4,0,0,0,0,0,0,1.0106,8122,4,0,0,0,2,0,0
C15804,288,0,31,2,6,0,0,0,0,0,0,1.7037,376,3,0,0,0,3,0,0
C15850,288,0,3,1,1,0,0,0,0,0,0,0.9984,1467,4,0,0,0,4,0,0
C1588,288,0,28,2,6,0,0,0,0,0,0,2.1072,2914,5,0,0,0,3,0,0
C16006,288,0,27,1,6,0,0,0,0,0,0,2.1986,2409,3,0,0,0,4,0,0
C2109,288,0,241,1,4,0,0,0,0,0,0,1.3967,63840,2,0,0,0,65,0,0
C1654,288,0,9,1,2,0,0,0,0,0,0.1111,0.9537,3300,4,0,0,0,1,0,0
C16547,288,0,17,1,5,0,0,0,0,0,0,1.5459,1953,5,0,0,0,3,0,0
C16841,288,0,24,2,6,0,0,0,0,0,0,1.9239,3968,4,0,0,0,3,0,0
C16894,288,0,32,2,5,0,0,0,0,0,0,1.9453,4532,4,0,0,0,3,0,0
C1709,288,0,730,1,11,0,0,0,0,0,0,1.3721,109796,3,0,0,0,8,0,0
C1719,288,0,28,2,5,0,0,0,0,0,0,1.8105,4300,7,0,0,0,1,0,0
C17192,288,0,41,3,5,0,0,0,0,0,0,1.9887,4912,4,0,0,0,4,0,0
C1767,288,0,36,2,5,0,0,0,0,0,0,1.6762,5774,7,0,0,0,1,0,0
C18405,288,0,19,2,4,0,0,0,0,0,0,1.4778,1290,4,0,0,0,3,0,0
C18682,288,0,34,3,6,0,0,0,0,0,0,1.6656,2058,4,0,0,0,3,0,0
C188,288,0,7,2,3,0,0,0,0,0,0,0.7027,3764,2,0,0,0,2,0,0
C18918,288,0,18,2,5,0,0,0,0,0,0,1.3889,1466,4,0,0,0,3,0,0
C18929,288,0,39,2,8,0,0,0,0,0,0,2.3822,1887,4,0,0,0,1,0,0
C19105,288,0,24,2,6,0,0,0,0,0,0,1.8143,1489,4,0,0,0,3,0,0
C19136,288,0,24,2,6,0,0,0,0,0,0,1.7451,1347,4,0,0,0,3,0,0
C19286,288,0,16,2,6,0,0,0,0,0,0,1.2999,1262,4,0,0,0,2,0,0
C19316,288,0,20,1,6,0,0,0,0,0,0,1.8302,2051,4,0,0,0,3,0,0
C19343,288,0,20,1,5,0,0,0,0,0,0,1.8743,1669,4,0,0,0,3,0,0
C19369,288,0,23,2,3,0,0,0,0,0,0,1.4720,3091,5,0,0,0,3,0,0
C19393,288,0,37,3,6,1,5,0.3333,0.8333,0,0,1.8687,111,5,0.0270,0,0,4,1,0
C19540,288,0,20,1,4,0,0,0,0,0,0,1.7434,1683,4,0,0,0,3,0,0
C19630,288,0,10,1,3,0,0,0,0,0,0,1.0936,1058,4,0,0,0,3,0,0
C19645,288,0,27,2,5,0,0,0,0,0,0,1.7535,1287,4,0,0,0,2,0,0
C19656,288,0,34,2,7,0,0,0,0,0,0,2.0515,2675,4,0,0,0,1,0,0
C19748,288,0,42,2,6,0,0,0,0,0,0,2.0006,1085,4,0,0,0,3,0,0
C19895,288,0,26,2,7,0,0,0,0,0,0,2.0896,1340,4,0,0,0,1,0,0
C20,288,0,24,2,5,0,0,0,0,0,0,1.8407,3678,2,0,0,0,3,0,0
C20263,288,0,21,1,5,0,1,0,0.2000,0.2857,0,1.9537,1060,4,0,0,0,3,0,0
C20351,288,0,29,2,5,0,0,0,0,0.1379,0,2.1487,1306,4,0,0,0,2,0,0
C2044,288,0,25,2,6,0,0,0,0,0,0,1.4111,3899,9,0,0,0,3,0,0
C2115,288,0,18,1,4,0,0,0,0,0,0,1.5377,2208,3,0,0,0,2,0,0
C21504,288,0,2,1,1,0,0,0,0,0,0,0,47,3,0,0,0,4,0,0
C22016,288,0,36,2,5,2,5,1,1,0.8056,0,1.2950,0,0,1,29,0.8056,0,7,29
C22018,288,0,12,1,4,1,4,1,1,1,0,1.1819,0,0,1,12,1,0,0,12
C23,288,0,28,2,5,0,0,0,0,0,0,1.4687,3937,2,0,0,0,4,0,0
C234,288,0,22,2,6,0,0,0,0,0,0,1.6551,2822,4,0,0,0,3,0,0
C2346,288,0,121,1,1,0,0,0,0,0,0,0.5691,18158,1,0,0,0,1,0,0
C2375,288,0,118,1,1,0,0,0,0,0,0,0.5612,17333,1,0,0,0,1,0,0
C2596,288,0,19,1,5,0,0,0,0,0,0,1.6584,2392,1,0,0,0,2,0,0
C261,288,0,20,1,6,0,0,0,0,0,0,1.7041,3687,2,0,0,0,3,0,0
C265,288,0,12,2,4,0,0,0,0,0,0,1.2977,4701,2,0,0,0,1,0,0
C276,288,0,32,2,7,0,0,0,0,0,0,1.7311,3867,4,0,0,0,3,0,0
C2767,288,0,8,1,2,0,0,0,0,0,0,1.0931,3717,2,0,0,0,2,0,0
C2792,288,0,25,2,4,0,0,0,0,0,0,1.9882,3366,2,0,0,0,3,0,0
C28,288,0,35,3,6,0,0,0,0,0,0,1.3026,6948,3,0,0,0,1,0,0
C2854,288,0,22,1,6,0,0,0,0,0,0,1.8408,3708,10,0,0,0,3,0,0
C289,288,0,49,3,9,0,0,0,0,0,0,1.8379,4905,4,0,0,0,2,0,0
C2934,288,0,19,2,5,0,1,0,0.2000,0.1579,0,1.5650,4019,3,0,0,0,3,0,0
C3007,288,0,41,6,10,2,0,0.3333,0,0.1707,0,1.9914,9016,15,0.1220,0,0,0,0,5
C319,288,0,16,2,5,0,0,0,0,0,0,1.4320,5076,2,0,0,0,3,0,0
C3290,288,0,27,2,5,0,0,0,0,0,0,1.7704,2437,6,0,0,0,1,0,0
C3327,288,0,9,1,3,0,0,0,0,0,0,0.8352,2631,2,0,0,0,3,0,0
C3391,288,0,9,2,3,0,0,0,0,0,0,0.9147,2519,4,0,0,0,1,0,0
C3433,288,0,8,1,1,0,0,0,0,0,0,1.0711,2190,3,0,0,0,2,0,0
C3459,288,0,9,1,2,0,0,0,0,0,0,0.9480,3746,18,0,0,0,3,0,0
C3745,288,0,37,3,7,0,0,0,0,0,0,1.7648,7087,4,0,0,0,1,0,0
C394,288,0,19,2,5,0,0,0,0,0,0,1.7121,2595,2,0,0,0,1,0,0
C4265,288,0,28,2,5,0,0,0,0,0,0,2.2664,4662,4,0,0,0,1,0,0
C471,288,0,16,1,5,0,0,0,0,0,0,1.4882,6240,5,0,0,0,3,0,0
C4941,288,0,36,2,5,0,0,0,0,0,0,1.9748,5941,3,0,0,0,3,0,0
C498,288,0,30,2,5,0,0,0,0,0,0,1.7117,6817,3,0,0,0,3,0,0
C4984,288,0,16,1,3,0,0,0,0,0,0,1.4483,2930,2,0,0,0,3,0,0
C523,288,0,471,3,12,0,0,0,0,0,0.0127,1.8933,119522,15,0,0,0,6,0,0
C526,288,0,7,1,2,0,0,0,0,0,0,0.5871,3225,2,0,0,0,3,0,0
C528,288,0,255,2,4,0,0,0,0,0,0,1.3125,86004,935,0,0,0,7,0,0
C574,288,0,1967,1,14,0,0,0,0,0,0,1.1580,317785,6,0,0,0,7,0,0
C5750,288,0,16,2,5,0,0,0,0,0,0,1.3166,2290,2,0,0,0,1,0,0
C5837,288,0,15,1,5,0,0,0,0,0,0,1.3520,2498,1,0,0,0,2,0,0
C5929,288,0,25,2,3,0,0,0,0,0,0,1.5019,6439,4,0,0,0,3,0,0
C601,288,0,19,2,5,0,0,0,0,0,0,1.6233,6061,2,0,0,0,3,0,0
C602,288,0,9,2,4,0,0,0,0,0,0,1.0948,5007,2,0,0,0,1,0,0
C6110,288,0,18,1,5,0,0,0,0,0,0,1.5633,3412,4,0,0,0,3,0,0
C612,288,0,549,1,5,0,0,0,0,0,0,1.8481,151853,889,0,0,0,117,0,0
C626,288,0,32,4,4,0,0,0,0,0,0,0.9471,7659,10,0,0,0,4,0,0
C6398,288,0,38,3,6,0,0,0,0,0,0,1.6660,6413,4,0,0,0,1,0,0
C6433,288,0,25,2,7,0,0,0,0,0,0,1.9954,1057,4,0,0,0,1,0,0
C66,288,0,22,2,7,0,0,0,0,0,0,1.8221,3878,2,0,0,0,1,0,0
C669,288,0,10,2,3,0,0,0,0,0,0,0.9703,4024,3,0,0,0,1,0,0
C683,288,0,20,2,5,0,0,0,0,0,0,1.6698,4518,4,0,0,0,4,0,0
C698,288,0,663,2,4,0,0,0,0,0,0,0.4481,42890,12,0,0,0,4,0,0
C7085,288,0,55,3,7,0,0,0,0,0,0,1.9779,11955,4,0,0,0,1,0,0
C7495,288,0,9,2,2,0,0,0,0,0,0,1.0231,12031,4,0,0,0,3,0,0
C750,288,0,22,2,5,0,0,0,0,0,0,1.7800,4224,2,0,0,0,2,0,0
C7641,288,0,28,2,3,0,0,0,0,0,0,1.7635,10525,4,0,0,0,1,0,0
C7975,288,0,25,2,5,0,0,0,0,0,0,1.9747,2984,2,0,0,0,1,0,0
C7986,288,0,9,1,2,0,0,0,0,0,0,1.0054,6236,4,0,0,0,3,0,0
C8129,288,0,22,1,6,0,0,0,0,0,0,1.7521,2589,4,0,0,0,6,0,0
C822,288,0,15,2,5,0,0,0,0,0,0,1.4132,3230,4,0,0,0,3,0,0
C8342,288,0,26,2,6,0,0,0,0,0,0,1.6139,2703,4,0,0,0,1,0,0
C8344,288,0,9,1,2,0,0,0,0,0,0,1.0417,2885,4,0,0,0,3,0,0
C8823,288,0,28,2,5,0,0,0,0,0,0,1.9566,4351,4,0,0,0,1,0,0
C8851,288,0,8,1,2,0,0,0,0,0,0,0.8970,4011,4,0,0,0,3,0,0
C9148,288,0,15,2,4,0,0,0,0,0,0,1.3812,3432,5,0,0,0,3,0,0
C916,288,0,24,2,4,0,0,0,0,0,0,1.7391,4152,2,0,0,0,2,0,0
C9161,288,0,12,2,3,0,0,0,0,0,0,0.6864,5667,4,0,0,0,2,0,0
C9236,288,0,26,2,3,0,0,0,0,0,0,1.5689,6231,4,0,0,0,3,0,0
C9274,288,0,27,2,7,0,0,0,0,0,0,1.9646,4631,4,0,0,0,3,0,0
C944,288,0,16,1,4,0,0,0,0,0,0,1.4023,3683,4,0,0,0,3,0,0
C9527,288,0,26,2,5,0,0,0,0,0,0,1.7840,3913,5,0,0,0,3,0,0
C9729,288,0,19,4,4,0,0,0,0,0,0,1.6570,4149,5,0,0,0,1,0,0
C988,288,0,368,3,13,0,0,0,0,0,0.0163,1.7574,104753,16,0,0,0,6,0,0
C17835,288,0,56,3,6,0,0,0,0,0,0,1.3533,6437,5,0,0,0,4,0,0
C366,288,0,60,3,7,0,0,0,0,0,0,2.2132,5430,6,0,0,0,4,0,0
C368,288,0,613,3,5,0,0,0,0,0,0,0.7708,81822,6,0,0,0,3,0,0
C6407,288,0,87,3,5,0,0,0,0,0,0,1.8998,7662,4,0,0,0,1,0,0
C7109,288,0,30,2,2,0,0,0,0,0,0,1.0254,5504,4,0,0,0,2,0,0
C7137,288,0,41,2,5,0,0,0,0,0,0,1.3755,5738,4,0,0,0,2,0,0
C2198,288,0,1,1,1,0,0,0,0,0,0,0,1655,10,0,0,0,38,0,0
C1770,288,0,59,4,5,0,0,0,0,0,0,1.1564,14255,10,0,0,0,2,0,0
C1603,288,0,9,2,2,0,0,0,0,0,0,0.8588,2828,8,0,0,0,1,0,0
C921,288,0,1381,4,6,0,0,0,0,0,0,0.5474,252850,9,0,0,0,2,0,0
C456,288,0,56,3,6,0,0,0,0,0,0,0.9796,8230,11,0,0,0,4,0,0
C11307,288,0,18,5,4,0,0,0,0,0,0.0556,1.7116,4161,8,0,0,0,1,0,0
C1195,288,0,17,2,2,0,0,0,0,0,0,0.7616,4261,2,0,0,0,2,0,0
C1581,288,0,335,9,5,1,0,0.1111,0,0.0090,0,0.6998,70864,38,0.0090,0,0,1,3,0
C4859,288,0,27,4,5,0,0,0,0,0,0,1.9697,3886,4,0,0,0,1,0,0
C1669,288,0,125,2,4,0,0,0,0,0,0,0.8064,23745,6,0,0,0,1,0,0
C2368,288,0,67,2,10,0,0,0,0,0,0,1.5724,13146,49,0,0,0,7,0,0
C449,288,0,25,3,5,0,0,0,0,0,0,1.3140,45132,16,0,0,0,10,0,0
C15802,288,0,36,3,3,0,0,0,0,0,0,1.2648,3677,7,0,0,0,1,0,0
C1692,288,0,34,2,2,0,0,0,0,0,0.7647,0.9922,6964,7,0,0,0,1,0,0
C15560,288,0,39,2,6,0,0,0,0,0,0,2.5378,3456,4,0,0,0,2,0,0
C2742,288,0,8,2,3,0,0,0,0,0,0,0.7927,7063,4,0,0,0,1,0,0
C1727,288,0,328,3,11,0,0,0,0,0,0,1.0890,77459,11,0,0,0,2,0,0
C1848,288,0,59,3,10,0,0,0,0,0,0,1.4184,11098,23,0,0,0,2,0,0
C1731,288,0,126,2,2,0,0,0,0,0,0,0.7980,18719,7,0,0,0,1,0,0
C1586,288,0,490,5,7,0,0,0,0,0,0.0020,0.9475,24065,6,0,0,0,1,0,0
C2547,288,0,9,2,2,0,0,0,0,0,0,1.1417,1963,5,0,0,0,1,0,0
C1874,288,0,18,2,2,0,0,0,0,0,0,0.9653,5281,3,0,0,0,1,0,0
C19112,288,0,69,3,5,0,0,0,0,0,0,1.4437,5139,5,0,0,0,1,0,0
C1787,288,0,42,2,2,0,0,0,0,0,0,1.2198,3208,2,0,0,0,2,0,0
C4615,288,0,31,2,1,0,0,0,0,0,0,0.8890,8820,4,0,0,0,1,0,0
C2172,288,0,9,1,1,0,0,0,0,0,0,0.9599,2529,4,0,0,0,9812,0,0
C10005,288,0,25,2,5,0,0,0,0,0,0,1.9045,2779,5,0,0,0,3,0,0
C10035,288,0,16,2,5,0,0,0,0,0,0,1.4169,3752,4,0,0,0,3,0,0
C10121,288,0,48,3,5,0,0,0,0,0,0,1.8189,7628,4,0,0,0,2,0,0
C1019,288,0,22,2,6,0,0,0,0,0,0,1.9068,6560,4,0,0,0,3,0,0
C10206,288,0,50,3,7,0,0,0,0,0,0,2.0426,5662,4,0,0,0,3,0,0
